post_id,syntax_ari,lex_liwc_WC,lex_liwc_Analytic,lex_liwc_Clout,lex_liwc_Authentic,lex_liwc_Tone,lex_liwc_WPS,lex_liwc_Sixltr,lex_liwc_Dic,lex_liwc_function,lex_liwc_pronoun,lex_liwc_ppron,lex_liwc_i,lex_liwc_we,lex_liwc_you,lex_liwc_shehe,lex_liwc_they,lex_liwc_ipron,lex_liwc_article,lex_liwc_prep,lex_liwc_auxverb,lex_liwc_adverb,lex_liwc_conj,lex_liwc_negate,lex_liwc_verb,lex_liwc_adj,lex_liwc_compare,lex_liwc_interrog,lex_liwc_number,lex_liwc_quant,lex_liwc_affect,lex_liwc_posemo,lex_liwc_negemo,lex_liwc_anx,lex_liwc_anger,lex_liwc_sad,lex_liwc_social,lex_liwc_family,lex_liwc_friend,lex_liwc_female,lex_liwc_male,lex_liwc_cogproc,lex_liwc_insight,lex_liwc_cause,lex_liwc_discrep,lex_liwc_tentat,lex_liwc_certain,lex_liwc_differ,lex_liwc_percept,lex_liwc_see,lex_liwc_hear,lex_liwc_feel,lex_liwc_bio,lex_liwc_body,lex_liwc_health,lex_liwc_sexual,lex_liwc_ingest,lex_liwc_drives,lex_liwc_affiliation,lex_liwc_achieve,lex_liwc_power,lex_liwc_reward,lex_liwc_risk,lex_liwc_focuspast,lex_liwc_focuspresent,lex_liwc_focusfuture,lex_liwc_relativ,lex_liwc_motion,lex_liwc_space,lex_liwc_time,lex_liwc_work,lex_liwc_leisure,lex_liwc_home,lex_liwc_money,lex_liwc_relig,lex_liwc_death,lex_liwc_informal,lex_liwc_swear,lex_liwc_netspeak,lex_liwc_assent,lex_liwc_nonflu,lex_liwc_filler,lex_liwc_AllPunc,lex_liwc_Period,lex_liwc_Comma,lex_liwc_Colon,lex_liwc_SemiC,lex_liwc_QMark,lex_liwc_Exclam,lex_liwc_Dash,lex_liwc_Quote,lex_liwc_Apostro,lex_liwc_Parenth,lex_liwc_OtherP,lex_dal_max_pleasantness,lex_dal_max_activation,lex_dal_max_imagery,lex_dal_min_pleasantness,lex_dal_min_activation,lex_dal_min_imagery,lex_dal_avg_activation,lex_dal_avg_imagery,lex_dal_avg_pleasantness,social_upvote_ratio,social_num_comments,syntax_fk_grade,sentiment,label
9erk04,3.473378378,68,4.6,11.97,47.25,25.77,13.6,10.29,94.12,61.76,25.0,10.29,10.29,0.0,0.0,0.0,0.0,14.71,2.94,13.24,14.71,7.35,10.29,2.94,22.06,2.94,2.94,1.47,1.47,4.41,5.88,2.94,2.94,1.47,0.0,0.0,5.88,0.0,0.0,0.0,0.0,16.18,5.88,0.0,4.41,8.82,0.0,4.41,5.88,0.0,0.0,2.94,1.47,0.0,1.47,0.0,0.0,8.82,1.47,1.47,4.41,2.94,0.0,1.47,19.12,1.47,4.41,0.0,4.41,0.0,0.0,0.0,0.0,1.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.59,7.35,4.41,0.0,0.0,0.0,0.0,0.0,0.0,8.82,0.0,0.0,2.75,2.8889,3.0,1.0,1.125,1.0,1.73862,1.39649,1.87968,0.5,0,5.649567568,0.291666667,1
9xjpy0,2.724415584,75,69.57,25.24,94.62,9.41,15.0,8.0,93.33,54.67,10.67,10.67,9.33,0.0,0.0,1.33,0.0,0.0,9.33,13.33,12.0,4.0,6.67,2.67,17.33,5.33,2.67,1.33,2.67,2.67,1.33,0.0,1.33,0.0,0.0,0.0,6.67,5.33,0.0,5.33,0.0,4.0,1.33,1.33,0.0,0.0,0.0,1.33,1.33,0.0,0.0,1.33,0.0,0.0,0.0,0.0,0.0,5.33,1.33,1.33,0.0,1.33,1.33,8.0,12.0,0.0,20.0,5.33,5.33,9.33,1.33,1.33,2.67,4.0,0.0,2.67,0.0,0.0,0.0,0.0,0.0,0.0,10.67,6.67,1.33,0.0,0.0,0.0,0.0,0.0,0.0,2.67,0.0,0.0,2.875,2.4444,3.0,1.0,1.125,1.0,1.71428,1.70154,1.87517,0.48,5,4.667948052,-0.218367347,1
7q7vhn,2.790612245,49,50.26,79.29,97.35,91.78,9.8,12.24,95.92,59.18,16.33,6.12,2.04,4.08,0.0,0.0,0.0,10.2,2.04,18.37,12.24,4.08,6.12,2.04,24.49,2.04,0.0,0.0,2.04,0.0,4.08,4.08,0.0,0.0,0.0,0.0,12.24,2.04,0.0,2.04,0.0,8.16,0.0,4.08,0.0,0.0,0.0,4.08,2.04,2.04,0.0,0.0,2.04,0.0,2.04,0.0,0.0,14.29,8.16,2.04,0.0,4.08,0.0,12.24,12.24,0.0,26.53,2.04,10.2,14.29,2.04,0.0,0.0,0.0,0.0,0.0,2.04,0.0,0.0,2.04,0.0,0.0,14.29,10.2,4.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8333,2.3333,3.0,1.125,1.25,1.0,1.75342,1.47234,1.87178,1.0,6,3.403428571,0.25,0
913uhm,-1.776160714,31,9.68,9.86,60.4,1.23,6.2,16.13,93.55,58.06,19.35,16.13,16.13,0.0,0.0,0.0,0.0,3.23,9.68,9.68,12.9,12.9,12.9,0.0,19.35,9.68,6.45,0.0,0.0,3.23,16.13,6.45,9.68,3.23,3.23,0.0,3.23,0.0,0.0,0.0,0.0,6.45,0.0,0.0,0.0,3.23,3.23,0.0,0.0,0.0,0.0,0.0,9.68,3.23,6.45,0.0,0.0,3.23,0.0,0.0,0.0,0.0,3.23,3.23,12.9,0.0,6.45,0.0,0.0,6.45,0.0,3.23,0.0,0.0,0.0,0.0,3.23,0.0,3.23,0.0,0.0,0.0,19.35,12.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.45,0.0,0.0,2.7143,2.8,2.6,1.0,1.1818,1.0,1.81031,1.53636,1.82552,1.0,8,0.205357143,-0.14,1
66cyu7,5.608101266,74,5.23,75.05,78.21,25.77,14.8,18.92,89.19,62.16,29.73,21.62,10.81,0.0,6.76,1.35,2.7,8.11,1.35,12.16,12.16,4.05,8.11,2.7,16.22,2.7,2.7,2.7,0.0,1.35,2.7,1.35,1.35,1.35,0.0,0.0,17.57,0.0,0.0,0.0,1.35,14.86,5.41,0.0,2.7,5.41,2.7,4.05,1.35,0.0,0.0,1.35,2.7,0.0,2.7,0.0,0.0,6.76,1.35,0.0,6.76,0.0,0.0,0.0,18.92,0.0,9.46,1.35,5.41,2.7,6.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.92,4.05,5.41,0.0,0.0,1.35,1.35,0.0,0.0,6.76,0.0,0.0,3.0,2.8889,3.0,1.25,1.2727,1.0,1.73922,1.52121,1.94317,1.0,7,6.255544304,-0.0625,0
8n761h,0.898534483,81,31.72,1.0,99.0,48.69,16.2,9.88,91.36,69.14,24.69,18.52,17.28,0.0,0.0,0.0,1.23,6.17,8.64,17.28,12.35,6.17,7.41,2.47,22.22,2.47,3.7,1.23,0.0,1.23,3.7,2.47,1.23,0.0,0.0,1.23,2.47,0.0,0.0,0.0,0.0,18.52,6.17,1.23,2.47,4.94,0.0,6.17,4.94,1.23,0.0,3.7,0.0,0.0,0.0,0.0,0.0,6.17,1.23,4.94,1.23,1.23,1.23,0.0,18.52,0.0,12.35,1.23,8.64,2.47,6.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.52,4.94,0.0,0.0,0.0,1.23,0.0,0.0,0.0,7.41,2.47,2.47,2.8571,2.625,3.0,1.0,1.1818,1.0,1.75872,1.41143,1.95646,1.0,2,3.842054598,0.155208333,0
6qbkzt,1.51,41,9.3,40.36,91.58,3.09,8.2,7.32,97.56,63.41,17.07,12.2,7.32,0.0,2.44,0.0,2.44,4.88,0.0,12.2,17.07,14.63,0.0,2.44,24.39,7.32,7.32,0.0,0.0,4.88,7.32,2.44,4.88,2.44,0.0,2.44,14.63,0.0,0.0,2.44,4.88,34.15,9.76,2.44,4.88,4.88,4.88,9.76,7.32,0.0,0.0,7.32,0.0,0.0,0.0,0.0,0.0,2.44,0.0,0.0,0.0,2.44,0.0,4.88,14.63,0.0,7.32,2.44,0.0,4.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.2,7.32,0.0,0.0,0.0,4.88,0.0,0.0,0.0,0.0,0.0,0.0,2.75,2.5,3.0,1.0,1.0,1.0,1.71518,1.37561,1.98806,1.0,12,1.998243902,-0.383333333,1
7q3gp9,1.050970874,93,50.2,45.71,78.86,66.47,46.5,10.75,82.8,53.76,17.2,13.98,9.68,0.0,4.3,0.0,0.0,3.23,6.45,12.9,8.6,7.53,5.38,1.08,20.43,1.08,1.08,2.15,2.15,1.08,6.45,4.3,2.15,0.0,1.08,0.0,10.75,0.0,0.0,0.0,0.0,13.98,3.23,0.0,4.3,4.3,0.0,4.3,1.08,1.08,0.0,0.0,1.08,0.0,0.0,1.08,0.0,4.3,1.08,0.0,4.3,0.0,0.0,0.0,15.05,0.0,12.9,1.08,9.68,2.15,2.15,0.0,0.0,3.23,0.0,0.0,2.15,1.08,1.08,0.0,0.0,0.0,22.58,1.08,3.23,0.0,0.0,0.0,0.0,0.0,0.0,5.38,0.0,12.9,3.0,2.8889,3.0,1.0,1.0,1.0,1.73269,1.48052,1.90198,0.41,6,3.09107767,0.049642857,1
75mb0z,1.254770477,96,2.55,58.24,93.74,25.77,19.2,13.54,91.67,61.46,29.17,22.92,12.5,0.0,0.0,0.0,10.42,6.25,2.08,8.33,13.54,4.17,9.38,2.08,22.92,3.12,2.08,2.08,4.17,1.04,4.17,2.08,2.08,1.04,1.04,0.0,20.83,4.17,0.0,0.0,0.0,10.42,3.12,2.08,1.04,3.12,0.0,4.17,1.04,0.0,1.04,0.0,1.04,0.0,1.04,0.0,0.0,7.29,3.12,0.0,3.12,1.04,0.0,7.29,14.58,0.0,11.46,0.0,6.25,5.21,0.0,0.0,0.0,0.0,2.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.71,3.12,0.0,0.0,0.0,2.08,0.0,0.0,4.17,5.21,2.08,1.04,2.75,2.625,3.0,1.0,1.1429,1.0,1.68048,1.46364,1.87263,0.88,11,2.828532853,-0.097222222,1
9bk0uc,12.54479592,96,98.57,87.4,10.71,65.25,19.2,32.29,86.46,45.83,4.17,1.04,0.0,0.0,1.04,0.0,0.0,3.12,10.42,18.75,7.29,3.12,4.17,0.0,7.29,1.04,0.0,1.04,3.12,1.04,4.17,3.12,1.04,0.0,0.0,0.0,10.42,0.0,0.0,1.04,0.0,10.42,4.17,4.17,1.04,1.04,0.0,0.0,0.0,0.0,0.0,0.0,4.17,0.0,4.17,0.0,0.0,5.21,0.0,4.17,1.04,0.0,0.0,0.0,7.29,0.0,10.42,0.0,5.21,5.21,8.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,5.21,0.0,0.0,0.0,0.0,0.0,3.12,0.0,2.08,2.08,0.0,2.8333,2.7,2.8,1.2222,1.1429,1.0,1.6929,1.56716,1.8968,0.6,0,12.28257143,-0.1,0
6gtoia,5.832333697,127,21.6,26.44,98.81,55.46,25.4,12.6,94.49,62.2,23.62,17.32,11.81,1.57,0.79,3.15,0.0,6.3,7.09,11.02,13.39,5.51,4.72,2.36,28.35,3.94,2.36,0.79,0.0,1.57,1.57,1.57,0.0,0.0,0.0,0.0,8.66,0.79,0.0,0.79,3.15,14.17,7.09,0.0,0.79,2.36,1.57,3.15,3.15,0.0,1.57,1.57,9.45,0.0,2.36,0.0,8.66,3.15,1.57,0.0,0.79,0.79,0.0,11.02,7.87,0.79,16.54,5.51,7.87,3.94,0.0,5.51,2.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.17,3.94,4.72,0.0,0.79,0.0,0.0,0.0,1.57,3.15,0.0,0.0,2.8333,2.5714,3.0,1.1667,1.125,1.0,1.72934,1.65524,1.89758,0.67,1,6.391014177,0.125,0
7sg6pl,0.251073446,53,6.69,12.88,99.0,1.0,10.6,5.66,96.23,62.26,18.87,11.32,3.77,3.77,0.0,3.77,0.0,7.55,3.77,13.21,16.98,3.77,9.43,9.43,22.64,13.21,3.77,1.89,1.89,1.89,13.21,0.0,13.21,0.0,7.55,3.77,13.21,0.0,0.0,0.0,3.77,16.98,1.89,0.0,0.0,3.77,0.0,15.09,1.89,0.0,1.89,0.0,0.0,0.0,0.0,0.0,0.0,7.55,3.77,1.89,0.0,0.0,1.89,5.66,15.09,1.89,20.75,1.89,7.55,11.32,0.0,0.0,0.0,0.0,1.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.3,7.55,3.77,0.0,0.0,0.0,1.89,0.0,0.0,11.32,3.77,0.0,2.6667,2.6364,3.0,1.0,1.125,1.0,1.72826,1.57021,1.71021,0.67,12,2.645,-0.112642045,1
8pww89,1.822149123,76,30.52,21.49,67.26,2.51,12.67,7.89,96.05,59.21,22.37,18.42,11.84,1.32,0.0,5.26,0.0,3.95,3.95,13.16,10.53,2.63,7.89,1.32,21.05,7.89,2.63,0.0,2.63,2.63,13.16,5.26,7.89,1.32,0.0,2.63,9.21,0.0,0.0,0.0,5.26,9.21,1.32,0.0,1.32,1.32,1.32,3.95,5.26,1.32,2.63,1.32,2.63,0.0,1.32,1.32,0.0,7.89,1.32,1.32,3.95,1.32,0.0,5.26,13.16,1.32,13.16,1.32,6.58,5.26,0.0,0.0,0.0,1.32,0.0,0.0,1.32,1.32,0.0,0.0,0.0,0.0,21.05,13.16,3.95,0.0,2.63,0.0,0.0,0.0,0.0,1.32,0.0,0.0,3.0,2.8571,2.8,1.0,1.0,1.0,1.72596,1.55588,1.87109,0.89,20,3.789473684,-0.008024691,1
8b0cas,7.119886364,88,46.88,81.84,5.43,3.73,17.6,17.05,88.64,57.95,18.18,15.91,3.41,0.0,0.0,10.23,2.27,2.27,7.95,10.23,10.23,2.27,7.95,1.14,18.18,2.27,0.0,2.27,6.82,0.0,2.27,0.0,2.27,0.0,0.0,0.0,15.91,2.27,0.0,6.82,3.41,3.41,0.0,0.0,1.14,0.0,0.0,2.27,1.14,0.0,0.0,1.14,12.5,2.27,10.23,1.14,0.0,6.82,2.27,0.0,1.14,1.14,2.27,15.91,1.14,0.0,17.05,1.14,10.23,5.68,1.14,1.14,0.0,1.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.18,5.68,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7778,3.0,3.0,1.125,1.2857,1.0,1.76871,1.68857,1.76693,1.0,4,6.962636364,-0.066111111,0
90u0br,3.325952381,121,21.8,14.13,92.76,1.0,24.2,12.4,95.87,62.81,20.66,11.57,8.26,0.0,0.83,1.65,0.83,9.09,4.13,15.7,9.92,8.26,9.92,2.48,20.66,6.61,4.13,2.48,0.83,2.48,6.61,0.0,6.61,1.65,2.48,0.0,6.61,1.65,0.0,2.48,0.83,12.4,2.48,3.31,0.83,1.65,0.83,4.13,0.83,0.83,0.0,0.0,2.48,0.83,0.0,0.83,0.83,8.26,0.83,0.83,3.31,1.65,1.65,4.96,14.88,0.0,17.36,2.48,9.92,5.79,0.0,0.83,0.0,0.0,0.0,0.0,3.31,3.31,0.0,0.0,0.0,0.0,12.4,5.79,0.83,0.0,0.0,0.0,0.0,0.0,0.0,4.13,0.0,1.65,3.0,2.6667,3.0,1.0,1.125,1.0,1.70113,1.5115,1.80479,0.6,3,4.011269841,-0.078660131,1
8jeclm,4.516438356,70,31.77,44.33,78.4,1.91,14.0,11.43,91.43,55.71,18.57,15.71,10.0,0.0,0.0,5.71,0.0,2.86,2.86,14.29,7.14,5.71,11.43,1.43,15.71,4.29,0.0,0.0,1.43,0.0,5.71,1.43,4.29,4.29,0.0,0.0,17.14,0.0,0.0,7.14,0.0,12.86,0.0,1.43,1.43,2.86,2.86,7.14,1.43,1.43,0.0,0.0,4.29,0.0,2.86,0.0,1.43,10.0,1.43,0.0,7.14,2.86,0.0,8.57,5.71,0.0,15.71,4.29,8.57,2.86,0.0,0.0,0.0,2.86,0.0,0.0,1.43,0.0,1.43,0.0,0.0,0.0,14.29,7.14,4.29,0.0,0.0,0.0,0.0,0.0,0.0,2.86,0.0,0.0,2.7778,2.8889,3.0,1.0,1.2,1.0,1.76144,1.69206,1.89461,1.0,0,6.106739726,-0.016666667,0
70i0ay,6.463789474,91,42.69,99.0,2.11,25.77,18.2,13.19,87.91,64.84,19.78,16.48,0.0,12.09,0.0,4.4,0.0,3.3,4.4,16.48,10.99,8.79,3.3,1.1,15.38,2.2,0.0,0.0,0.0,1.1,4.4,2.2,2.2,0.0,0.0,0.0,17.58,0.0,0.0,0.0,4.4,7.69,3.3,0.0,0.0,3.3,1.1,1.1,1.1,0.0,0.0,0.0,5.49,1.1,3.3,0.0,1.1,17.58,13.19,1.1,4.4,0.0,0.0,1.1,12.09,3.3,8.79,0.0,5.49,3.3,1.1,0.0,2.2,5.49,0.0,0.0,1.1,0.0,0.0,0.0,1.1,0.0,15.38,4.4,3.3,0.0,0.0,0.0,0.0,0.0,0.0,2.2,2.2,3.3,2.8333,2.8889,3.0,1.125,1.125,1.0,1.66698,1.60253,1.91604,0.69,0,7.346315789,0.04973545,1
7e5yas,6.387727273,33,64.89,61.92,16.48,1.0,8.25,24.24,72.73,33.33,9.09,0.0,0.0,0.0,0.0,0.0,0.0,9.09,6.06,6.06,6.06,3.03,9.09,0.0,9.09,9.09,6.06,3.03,6.06,9.09,12.12,0.0,12.12,9.09,0.0,0.0,6.06,0.0,0.0,0.0,0.0,15.15,0.0,3.03,0.0,6.06,3.03,3.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.03,3.03,0.0,0.0,0.0,0.0,3.03,6.06,0.0,12.12,3.03,3.03,3.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33,12.12,0.0,6.06,0.0,0.0,0.0,12.12,0.0,3.03,0.0,0.0,2.5,2.8,3.0,1.0,1.1818,1.0,1.80468,1.58095,1.75658,1.0,0,5.863863636,0.333333333,0
86dv8c,4.559480519,75,36.49,21.18,98.01,2.41,15.0,9.33,98.67,64.0,14.67,10.67,6.67,0.0,1.33,0.0,2.67,4.0,9.33,12.0,8.0,10.67,9.33,4.0,17.33,4.0,4.0,1.33,0.0,2.67,8.0,2.67,5.33,2.67,0.0,1.33,6.67,0.0,0.0,0.0,0.0,18.67,1.33,2.67,1.33,6.67,4.0,5.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,2.67,0.0,4.0,1.33,5.33,14.67,1.33,21.33,1.33,1.33,13.33,2.67,0.0,0.0,0.0,0.0,0.0,1.33,0.0,0.0,1.33,0.0,0.0,13.33,6.67,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.67,0.0,0.0,2.8,2.9091,3.0,1.0,1.125,1.0,1.76983,1.44179,1.77706,1.0,0,4.361454545,0.235,1
65zqy9,7.931823899,109,84.28,90.04,38.62,98.18,21.8,19.27,88.99,52.29,12.84,9.17,4.59,1.83,2.75,0.0,0.0,3.67,8.26,16.51,11.01,2.75,3.67,0.92,15.6,4.59,0.92,0.92,0.92,0.92,5.5,5.5,0.0,0.0,0.0,0.0,15.6,0.0,0.0,0.0,0.0,8.26,2.75,0.0,2.75,2.75,0.92,1.83,0.0,0.0,0.0,0.0,2.75,0.0,2.75,0.0,0.0,4.59,3.67,0.0,0.92,0.0,0.0,0.0,10.09,3.67,12.84,2.75,7.34,1.83,3.67,0.0,0.0,0.0,0.0,0.0,1.83,0.0,1.83,0.0,0.0,0.0,18.35,5.5,5.5,0.92,0.0,0.0,0.0,0.0,0.0,1.83,1.83,2.75,2.8571,2.75,3.0,1.125,1.1429,1.0,1.75908,1.59101,1.95263,0.85,3,8.109433962,0.25,0
8hawwj,2.884658385,68,6.99,5.3,97.06,1.0,13.6,13.24,92.65,63.24,27.94,20.59,19.12,0.0,0.0,1.47,0.0,7.35,2.94,10.29,11.76,4.41,5.88,4.41,19.12,2.94,4.41,1.47,1.47,1.47,10.29,1.47,8.82,0.0,7.35,0.0,13.24,4.41,0.0,2.94,1.47,20.59,2.94,1.47,2.94,2.94,5.88,4.41,4.41,1.47,0.0,2.94,1.47,0.0,0.0,1.47,0.0,7.35,1.47,0.0,4.41,0.0,1.47,2.94,10.29,1.47,10.29,0.0,2.94,7.35,0.0,0.0,0.0,0.0,0.0,0.0,1.47,1.47,0.0,0.0,0.0,0.0,14.71,7.35,4.41,0.0,0.0,0.0,0.0,0.0,0.0,1.47,1.47,0.0,2.9167,2.8,3.0,1.0,1.2222,1.0,1.77963,1.57705,2.019,0.86,11,4.15863354,-0.175,1
601uye,8.172104575,83,86.87,50.0,2.93,48.1,20.75,33.73,69.88,36.14,4.82,1.2,0.0,1.2,0.0,0.0,0.0,3.61,4.82,12.05,7.23,0.0,7.23,2.41,12.05,7.23,3.61,2.41,4.82,2.41,3.61,2.41,1.2,1.2,0.0,0.0,8.43,0.0,0.0,0.0,0.0,13.25,1.2,0.0,2.41,4.82,2.41,7.23,1.2,0.0,0.0,1.2,3.61,0.0,3.61,0.0,0.0,6.02,1.2,1.2,1.2,1.2,1.2,1.2,10.84,0.0,3.61,0.0,2.41,1.2,9.64,0.0,0.0,4.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.1,3.61,6.02,1.2,0.0,0.0,0.0,0.0,2.41,2.41,2.41,6.02,2.4286,2.5,3.0,1.0,1.0,1.0,1.77239,1.58689,1.80001,0.7,1,7.80627451,0.154166667,0
92wagq,4.833382353,67,48.87,38.25,88.99,53.85,13.4,11.94,82.09,47.76,8.96,4.48,1.49,0.0,2.99,0.0,0.0,4.48,8.96,7.46,5.97,8.96,11.94,1.49,10.45,2.99,1.49,2.99,0.0,1.49,4.48,2.99,1.49,0.0,0.0,0.0,2.99,0.0,0.0,0.0,0.0,10.45,0.0,1.49,0.0,4.48,0.0,5.97,2.99,0.0,0.0,1.49,8.96,2.99,1.49,0.0,4.48,2.99,0.0,1.49,0.0,0.0,1.49,2.99,7.46,0.0,20.9,5.97,5.97,10.45,0.0,1.49,1.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.45,7.46,1.49,0.0,0.0,0.0,0.0,0.0,0.0,1.49,0.0,0.0,3.0,2.4545,3.0,1.125,1.1429,1.0,1.6592,1.59583,1.93237,1.0,17,4.116941176,0.05625,0
88ddzu,3.853684211,56,47.35,85.81,52.86,87.2,11.2,14.29,96.43,62.5,14.29,14.29,5.36,3.57,0.0,5.36,0.0,0.0,7.14,16.07,12.5,7.14,10.71,0.0,19.64,5.36,5.36,0.0,1.79,1.79,7.14,5.36,1.79,0.0,1.79,0.0,17.86,0.0,0.0,0.0,5.36,16.07,0.0,0.0,1.79,7.14,1.79,5.36,0.0,0.0,0.0,0.0,5.36,0.0,1.79,0.0,1.79,17.86,12.5,1.79,0.0,3.57,0.0,12.5,3.57,0.0,17.86,1.79,7.14,8.93,0.0,1.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.64,8.93,8.93,0.0,0.0,0.0,0.0,0.0,0.0,1.79,0.0,0.0,3.0,2.6667,2.6,1.1429,1.2222,1.0,1.81076,1.53061,1.8582,1.0,7,5.417403509,0.183333333,0
7q97j5,5.534891304,89,29.37,54.48,94.01,25.77,17.8,15.73,96.63,55.06,24.72,16.85,8.99,1.12,0.0,6.74,0.0,7.87,5.62,10.11,5.62,1.12,8.99,3.37,19.1,2.25,0.0,1.12,0.0,1.12,2.25,1.12,1.12,0.0,1.12,0.0,16.85,0.0,5.62,0.0,8.99,19.1,5.62,2.25,3.37,3.37,1.12,4.49,1.12,0.0,0.0,1.12,0.0,0.0,0.0,0.0,0.0,11.24,7.87,0.0,3.37,0.0,0.0,6.74,7.87,0.0,21.35,3.37,8.99,8.99,1.12,3.37,1.12,2.25,0.0,0.0,3.37,0.0,2.25,0.0,0.0,0.0,15.73,5.62,1.12,1.12,0.0,0.0,0.0,0.0,0.0,3.37,4.49,0.0,2.625,3.0,3.0,1.125,1.0,1.0,1.75776,1.67632,1.88011,0.83,5,5.309913043,0.08,1
8k9y39,4.071470588,64,37.39,7.98,99.0,1.0,12.8,14.06,93.75,54.69,17.19,12.5,12.5,0.0,0.0,0.0,0.0,4.69,3.12,15.62,9.38,7.81,9.38,0.0,20.31,4.69,1.56,0.0,0.0,4.69,6.25,0.0,6.25,3.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.94,3.12,0.0,1.56,1.56,3.12,1.56,4.69,3.12,0.0,1.56,3.12,0.0,3.12,0.0,0.0,3.12,0.0,1.56,0.0,0.0,1.56,3.12,17.19,0.0,25.0,1.56,18.75,4.69,3.12,0.0,4.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.06,7.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.25,0.0,0.0,2.8333,2.5833,3.0,1.0,1.125,1.0,1.72598,1.64286,1.86569,0.76,2,4.984588235,-0.005017007,1
7hzoqz,8.435557554,132,74.31,67.52,51.41,39.3,26.4,21.21,90.15,53.03,17.42,7.58,2.27,1.52,0.0,3.79,0.0,9.85,8.33,13.64,5.3,5.3,3.03,2.27,12.12,10.61,7.58,1.52,3.03,3.03,5.3,3.03,2.27,0.0,0.0,0.0,12.12,3.03,0.0,5.3,0.0,13.64,3.03,0.76,0.76,3.03,1.52,4.55,3.79,1.52,0.0,0.76,5.3,1.52,3.79,1.52,0.0,7.58,2.27,3.79,0.76,0.0,0.76,6.82,5.3,0.0,15.91,1.52,5.3,10.61,0.76,0.0,0.0,0.0,0.0,0.0,0.76,0.0,0.0,0.0,0.76,0.0,27.27,6.06,9.09,0.0,0.0,0.0,0.0,0.76,1.52,1.52,2.27,6.06,2.8571,2.6,3.0,1.0,1.0,1.0,1.72844,1.55922,1.87342,1.0,8,7.994883094,0.152777778,0
6nnm6e,5.248970588,63,58.58,98.62,37.24,82.57,12.6,17.46,85.71,44.44,12.7,11.11,1.59,3.17,1.59,4.76,0.0,1.59,4.76,12.7,7.94,6.35,6.35,1.59,15.87,6.35,0.0,0.0,0.0,1.59,3.17,3.17,0.0,0.0,0.0,0.0,20.63,6.35,1.59,0.0,7.94,3.17,1.59,0.0,0.0,1.59,0.0,0.0,3.17,1.59,1.59,0.0,3.17,3.17,0.0,0.0,0.0,7.94,4.76,3.17,0.0,0.0,0.0,0.0,15.87,1.59,20.63,4.76,7.94,7.94,6.35,0.0,1.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.22,7.94,1.59,0.0,0.0,0.0,0.0,0.0,0.0,12.7,0.0,0.0,2.7778,2.625,3.0,1.3077,1.0,1.0,1.70691,1.78113,1.88859,0.83,4,4.811058824,0.0625,0
8ulo7r,1.550507246,45,32.98,67.16,98.01,25.77,9.0,17.78,95.56,64.44,24.44,20.0,13.33,0.0,4.44,2.22,0.0,4.44,4.44,15.56,4.44,4.44,8.89,4.44,22.22,0.0,0.0,2.22,4.44,0.0,4.44,2.22,2.22,0.0,2.22,0.0,17.78,0.0,0.0,0.0,2.22,13.33,4.44,2.22,2.22,0.0,4.44,0.0,4.44,0.0,4.44,0.0,0.0,0.0,0.0,0.0,0.0,4.44,0.0,0.0,2.22,2.22,0.0,0.0,20.0,2.22,20.0,2.22,11.11,6.67,0.0,0.0,2.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,11.11,0.0,0.0,0.0,0.0,0.0,0.0,6.67,2.22,0.0,0.0,3.0,2.8,2.8,1.2308,1.1429,1.0,1.77106,1.6,1.87619,0.91,3,3.047826087,-0.0625,1
